case_id,filename,filepath,family,fault_type,scr,noise_std,fs_Hz,f0_Hz,t_start_s,t_end_s,t_event_s,base_mag_pu,tau_decay_s,f_transient_Hz,K_base,tau1_s,tau2_s,f1_Hz,gate_time_s,K1,K2,tau_rise_s,tau_fall_s,f_ctrl_Hz,K
303,case_00303_induction_machine_like_ll_ab_scr2.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00303_induction_machine_like_ll_ab_scr2.0_n0.010_r3.csv,induction_machine_like,ll_ab,2.0,0.01,10000,50.0,5.98,6.04,5.999757368895422,1.0482852471317214,0.01,866.6666666666666,0.33,,,,,,,,,,
304,case_00304_induction_machine_like_ll_ab_scr2.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00304_induction_machine_like_ll_ab_scr2.0_n0.010_r4.csv,induction_machine_like,ll_ab,2.0,0.01,10000,50.0,5.98,6.04,5.9979068335901395,1.050151984554219,0.01,866.6666666666666,0.33,,,,,,,,,,
305,case_00305_induction_machine_like_ll_ab_scr2.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00305_induction_machine_like_ll_ab_scr2.0_n0.010_r5.csv,induction_machine_like,ll_ab,2.0,0.01,10000,50.0,5.98,6.04,5.99888815230583,1.020597514538852,0.01,866.6666666666666,0.33,,,,,,,,,,
306,case_00306_induction_machine_like_ll_ab_scr2.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00306_induction_machine_like_ll_ab_scr2.0_n0.010_r6.csv,induction_machine_like,ll_ab,2.0,0.01,10000,50.0,5.98,6.04,6.000447255713701,1.0382643199259511,0.01,866.6666666666666,0.33,,,,,,,,,,
307,case_00307_induction_machine_like_ll_ab_scr3.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00307_induction_machine_like_ll_ab_scr3.0_n0.002_r1.csv,induction_machine_like,ll_ab,3.0,0.002,10000,50.0,5.98,6.04,5.997542454038156,1.010181982752618,0.008,950.0,0.28,,,,,,,,,,
308,case_00308_induction_machine_like_ll_ab_scr3.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00308_induction_machine_like_ll_ab_scr3.0_n0.002_r2.csv,induction_machine_like,ll_ab,3.0,0.002,10000,50.0,5.98,6.04,5.99909329621757,1.05137958404201,0.008,950.0,0.28,,,,,,,,,,
309,case_00309_induction_machine_like_ll_ab_scr3.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00309_induction_machine_like_ll_ab_scr3.0_n0.002_r3.csv,induction_machine_like,ll_ab,3.0,0.002,10000,50.0,5.98,6.04,5.998580171671871,1.0012847315089641,0.008,950.0,0.28,,,,,,,,,,
310,case_00310_induction_machine_like_ll_ab_scr3.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00310_induction_machine_like_ll_ab_scr3.0_n0.002_r4.csv,induction_machine_like,ll_ab,3.0,0.002,10000,50.0,5.98,6.04,5.998401862947547,1.0328488598679755,0.008,950.0,0.28,,,,,,,,,,
311,case_00311_induction_machine_like_ll_ab_scr3.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00311_induction_machine_like_ll_ab_scr3.0_n0.002_r5.csv,induction_machine_like,ll_ab,3.0,0.002,10000,50.0,5.98,6.04,5.998647027756227,1.024391987292971,0.008,950.0,0.28,,,,,,,,,,
312,case_00312_induction_machine_like_ll_ab_scr3.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00312_induction_machine_like_ll_ab_scr3.0_n0.002_r6.csv,induction_machine_like,ll_ab,3.0,0.002,10000,50.0,5.98,6.04,5.998610294813647,1.0006240658730665,0.008,950.0,0.28,,,,,,,,,,
313,case_00313_induction_machine_like_ll_ab_scr3.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00313_induction_machine_like_ll_ab_scr3.0_n0.005_r1.csv,induction_machine_like,ll_ab,3.0,0.005,10000,50.0,5.98,6.04,5.99986412748038,1.0050785367153232,0.008,950.0,0.28,,,,,,,,,,
314,case_00314_induction_machine_like_ll_ab_scr3.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00314_induction_machine_like_ll_ab_scr3.0_n0.005_r2.csv,induction_machine_like,ll_ab,3.0,0.005,10000,50.0,5.98,6.04,6.000104302047385,1.042433816447157,0.008,950.0,0.28,,,,,,,,,,
315,case_00315_induction_machine_like_ll_ab_scr3.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00315_induction_machine_like_ll_ab_scr3.0_n0.005_r3.csv,induction_machine_like,ll_ab,3.0,0.005,10000,50.0,5.98,6.04,5.99969589978787,1.0541669724860203,0.008,950.0,0.28,,,,,,,,,,
316,case_00316_induction_machine_like_ll_ab_scr3.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00316_induction_machine_like_ll_ab_scr3.0_n0.005_r4.csv,induction_machine_like,ll_ab,3.0,0.005,10000,50.0,5.98,6.04,5.99953531514992,1.0118366807795256,0.008,950.0,0.28,,,,,,,,,,
317,case_00317_induction_machine_like_ll_ab_scr3.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00317_induction_machine_like_ll_ab_scr3.0_n0.005_r5.csv,induction_machine_like,ll_ab,3.0,0.005,10000,50.0,5.98,6.04,5.9995855733590835,1.05198464968687,0.008,950.0,0.28,,,,,,,,,,
318,case_00318_induction_machine_like_ll_ab_scr3.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00318_induction_machine_like_ll_ab_scr3.0_n0.005_r6.csv,induction_machine_like,ll_ab,3.0,0.005,10000,50.0,5.98,6.04,5.999214694462854,1.072703800639971,0.008,950.0,0.28,,,,,,,,,,
319,case_00319_induction_machine_like_ll_ab_scr3.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00319_induction_machine_like_ll_ab_scr3.0_n0.010_r1.csv,induction_machine_like,ll_ab,3.0,0.01,10000,50.0,5.98,6.04,6.000170232133587,1.0642210434203625,0.008,950.0,0.28,,,,,,,,,,
320,case_00320_induction_machine_like_ll_ab_scr3.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00320_induction_machine_like_ll_ab_scr3.0_n0.010_r2.csv,induction_machine_like,ll_ab,3.0,0.01,10000,50.0,5.98,6.04,5.999342623325373,1.0506164185400613,0.008,950.0,0.28,,,,,,,,,,
321,case_00321_induction_machine_like_ll_ab_scr3.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00321_induction_machine_like_ll_ab_scr3.0_n0.010_r3.csv,induction_machine_like,ll_ab,3.0,0.01,10000,50.0,5.98,6.04,5.997672664006615,1.0053683618386695,0.008,950.0,0.28,,,,,,,,,,
322,case_00322_induction_machine_like_ll_ab_scr3.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00322_induction_machine_like_ll_ab_scr3.0_n0.010_r4.csv,induction_machine_like,ll_ab,3.0,0.01,10000,50.0,5.98,6.04,5.9988060130229846,1.0514156549851772,0.008,950.0,0.28,,,,,,,,,,
323,case_00323_induction_machine_like_ll_ab_scr3.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00323_induction_machine_like_ll_ab_scr3.0_n0.010_r5.csv,induction_machine_like,ll_ab,3.0,0.01,10000,50.0,5.98,6.04,5.997786140018399,1.0584520823164938,0.008,950.0,0.28,,,,,,,,,,
324,case_00324_induction_machine_like_ll_ab_scr3.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00324_induction_machine_like_ll_ab_scr3.0_n0.010_r6.csv,induction_machine_like,ll_ab,3.0,0.01,10000,50.0,5.98,6.04,5.998983916253001,1.0517689753680952,0.008,950.0,0.28,,,,,,,,,,
325,case_00325_induction_machine_like_ll_ab_scr5.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00325_induction_machine_like_ll_ab_scr5.0_n0.002_r1.csv,induction_machine_like,ll_ab,5.0,0.002,10000,50.0,5.98,6.04,5.9996229827016565,1.002665422801979,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
326,case_00326_induction_machine_like_ll_ab_scr5.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00326_induction_machine_like_ll_ab_scr5.0_n0.002_r2.csv,induction_machine_like,ll_ab,5.0,0.002,10000,50.0,5.98,6.04,6.000311936886217,1.0214029037249224,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
327,case_00327_induction_machine_like_ll_ab_scr5.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00327_induction_machine_like_ll_ab_scr5.0_n0.002_r3.csv,induction_machine_like,ll_ab,5.0,0.002,10000,50.0,5.98,6.04,6.00046673298631,1.016353642642538,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
328,case_00328_induction_machine_like_ll_ab_scr5.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00328_induction_machine_like_ll_ab_scr5.0_n0.002_r4.csv,induction_machine_like,ll_ab,5.0,0.002,10000,50.0,5.98,6.04,5.998040534325203,1.0655987545426102,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
329,case_00329_induction_machine_like_ll_ab_scr5.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00329_induction_machine_like_ll_ab_scr5.0_n0.002_r5.csv,induction_machine_like,ll_ab,5.0,0.002,10000,50.0,5.98,6.04,5.99869105062112,1.01194626220277,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
330,case_00330_induction_machine_like_ll_ab_scr5.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00330_induction_machine_like_ll_ab_scr5.0_n0.002_r6.csv,induction_machine_like,ll_ab,5.0,0.002,10000,50.0,5.98,6.04,5.99983348643191,1.002143554089159,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
331,case_00331_induction_machine_like_ll_ab_scr5.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00331_induction_machine_like_ll_ab_scr5.0_n0.005_r1.csv,induction_machine_like,ll_ab,5.0,0.005,10000,50.0,5.98,6.04,5.997696438458369,1.0628640893702042,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
332,case_00332_induction_machine_like_ll_ab_scr5.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00332_induction_machine_like_ll_ab_scr5.0_n0.005_r2.csv,induction_machine_like,ll_ab,5.0,0.005,10000,50.0,5.98,6.04,6.000019382614256,1.0183752242380681,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
333,case_00333_induction_machine_like_ll_ab_scr5.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00333_induction_machine_like_ll_ab_scr5.0_n0.005_r3.csv,induction_machine_like,ll_ab,5.0,0.005,10000,50.0,5.98,6.04,5.997629912177288,1.023743154595696,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
334,case_00334_induction_machine_like_ll_ab_scr5.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00334_induction_machine_like_ll_ab_scr5.0_n0.005_r4.csv,induction_machine_like,ll_ab,5.0,0.005,10000,50.0,5.98,6.04,5.997909294752822,1.0521900938474908,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
335,case_00335_induction_machine_like_ll_ab_scr5.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00335_induction_machine_like_ll_ab_scr5.0_n0.005_r5.csv,induction_machine_like,ll_ab,5.0,0.005,10000,50.0,5.98,6.04,5.999750501734805,1.0383305969734828,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
336,case_00336_induction_machine_like_ll_ab_scr5.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00336_induction_machine_like_ll_ab_scr5.0_n0.005_r6.csv,induction_machine_like,ll_ab,5.0,0.005,10000,50.0,5.98,6.04,5.9989915769275175,1.0266879785789833,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
337,case_00337_induction_machine_like_ll_ab_scr5.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00337_induction_machine_like_ll_ab_scr5.0_n0.010_r1.csv,induction_machine_like,ll_ab,5.0,0.01,10000,50.0,5.98,6.04,5.999202297093657,1.0270498767940819,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
338,case_00338_induction_machine_like_ll_ab_scr5.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00338_induction_machine_like_ll_ab_scr5.0_n0.010_r2.csv,induction_machine_like,ll_ab,5.0,0.01,10000,50.0,5.98,6.04,5.999803854875759,1.0080611001034927,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
339,case_00339_induction_machine_like_ll_ab_scr5.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00339_induction_machine_like_ll_ab_scr5.0_n0.010_r3.csv,induction_machine_like,ll_ab,5.0,0.01,10000,50.0,5.98,6.04,6.0004032890295065,1.0248160003129594,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
340,case_00340_induction_machine_like_ll_ab_scr5.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00340_induction_machine_like_ll_ab_scr5.0_n0.010_r4.csv,induction_machine_like,ll_ab,5.0,0.01,10000,50.0,5.98,6.04,5.997949477390923,1.050258947285843,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
341,case_00341_induction_machine_like_ll_ab_scr5.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00341_induction_machine_like_ll_ab_scr5.0_n0.010_r5.csv,induction_machine_like,ll_ab,5.0,0.01,10000,50.0,5.98,6.04,6.000001893982591,1.0145251172922751,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
342,case_00342_induction_machine_like_ll_ab_scr5.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00342_induction_machine_like_ll_ab_scr5.0_n0.010_r6.csv,induction_machine_like,ll_ab,5.0,0.01,10000,50.0,5.98,6.04,5.998632275655974,1.0637806474839009,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
343,case_00343_induction_machine_like_ll_ab_scr8.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00343_induction_machine_like_ll_ab_scr8.0_n0.002_r1.csv,induction_machine_like,ll_ab,8.0,0.002,10000,50.0,5.98,6.04,5.999064816794018,1.0414802782984998,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
344,case_00344_induction_machine_like_ll_ab_scr8.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00344_induction_machine_like_ll_ab_scr8.0_n0.002_r2.csv,induction_machine_like,ll_ab,8.0,0.002,10000,50.0,5.98,6.04,5.997559586432755,1.0146746686129946,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
345,case_00345_induction_machine_like_ll_ab_scr8.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00345_induction_machine_like_ll_ab_scr8.0_n0.002_r3.csv,induction_machine_like,ll_ab,8.0,0.002,10000,50.0,5.98,6.04,5.999623400930386,1.0689326155652483,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
346,case_00346_induction_machine_like_ll_ab_scr8.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00346_induction_machine_like_ll_ab_scr8.0_n0.002_r4.csv,induction_machine_like,ll_ab,8.0,0.002,10000,50.0,5.98,6.04,5.997843093337573,1.0385029784456479,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
347,case_00347_induction_machine_like_ll_ab_scr8.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00347_induction_machine_like_ll_ab_scr8.0_n0.002_r5.csv,induction_machine_like,ll_ab,8.0,0.002,10000,50.0,5.98,6.04,5.998086997911518,1.013148107829081,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
348,case_00348_induction_machine_like_ll_ab_scr8.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00348_induction_machine_like_ll_ab_scr8.0_n0.002_r6.csv,induction_machine_like,ll_ab,8.0,0.002,10000,50.0,5.98,6.04,6.000138907899754,1.0006738442811272,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
349,case_00349_induction_machine_like_ll_ab_scr8.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00349_induction_machine_like_ll_ab_scr8.0_n0.005_r1.csv,induction_machine_like,ll_ab,8.0,0.005,10000,50.0,5.98,6.04,6.0004849402805664,1.04323603767584,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
350,case_00350_induction_machine_like_ll_ab_scr8.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00350_induction_machine_like_ll_ab_scr8.0_n0.005_r2.csv,induction_machine_like,ll_ab,8.0,0.005,10000,50.0,5.98,6.04,6.000173952168937,1.048965481530966,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
351,case_00351_induction_machine_like_ll_ab_scr8.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00351_induction_machine_like_ll_ab_scr8.0_n0.005_r3.csv,induction_machine_like,ll_ab,8.0,0.005,10000,50.0,5.98,6.04,5.998925929535318,1.0577978630058753,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
352,case_00352_induction_machine_like_ll_ab_scr8.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00352_induction_machine_like_ll_ab_scr8.0_n0.005_r4.csv,induction_machine_like,ll_ab,8.0,0.005,10000,50.0,5.98,6.04,5.997595281307668,1.0796363699649378,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
353,case_00353_induction_machine_like_ll_ab_scr8.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00353_induction_machine_like_ll_ab_scr8.0_n0.005_r5.csv,induction_machine_like,ll_ab,8.0,0.005,10000,50.0,5.98,6.04,5.998697524892033,1.0745069090633095,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
354,case_00354_induction_machine_like_ll_ab_scr8.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00354_induction_machine_like_ll_ab_scr8.0_n0.005_r6.csv,induction_machine_like,ll_ab,8.0,0.005,10000,50.0,5.98,6.04,5.998809400241848,1.0499280333900112,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
355,case_00355_induction_machine_like_ll_ab_scr8.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00355_induction_machine_like_ll_ab_scr8.0_n0.010_r1.csv,induction_machine_like,ll_ab,8.0,0.01,10000,50.0,5.98,6.04,5.9993364645955145,1.0425256545046717,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
356,case_00356_induction_machine_like_ll_ab_scr8.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00356_induction_machine_like_ll_ab_scr8.0_n0.010_r2.csv,induction_machine_like,ll_ab,8.0,0.01,10000,50.0,5.98,6.04,5.998472395965139,1.0499690182118806,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
357,case_00357_induction_machine_like_ll_ab_scr8.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00357_induction_machine_like_ll_ab_scr8.0_n0.010_r3.csv,induction_machine_like,ll_ab,8.0,0.01,10000,50.0,5.98,6.04,5.9977098268416595,1.0347137619148024,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
358,case_00358_induction_machine_like_ll_ab_scr8.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00358_induction_machine_like_ll_ab_scr8.0_n0.010_r4.csv,induction_machine_like,ll_ab,8.0,0.01,10000,50.0,5.98,6.04,5.998265603568051,1.0765733837131148,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
359,case_00359_induction_machine_like_ll_ab_scr8.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00359_induction_machine_like_ll_ab_scr8.0_n0.010_r5.csv,induction_machine_like,ll_ab,8.0,0.01,10000,50.0,5.98,6.04,5.998945423399095,1.009869064003105,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
360,case_00360_induction_machine_like_ll_ab_scr8.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00360_induction_machine_like_ll_ab_scr8.0_n0.010_r6.csv,induction_machine_like,ll_ab,8.0,0.01,10000,50.0,5.98,6.04,5.999194879627609,1.0656843433917347,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
361,case_00361_induction_machine_like_ll_bc_scr2.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00361_induction_machine_like_ll_bc_scr2.0_n0.002_r1.csv,induction_machine_like,ll_bc,2.0,0.002,10000,50.0,5.98,6.04,5.997904821659788,1.022354092406375,0.01,866.6666666666666,0.33,,,,,,,,,,
362,case_00362_induction_machine_like_ll_bc_scr2.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00362_induction_machine_like_ll_bc_scr2.0_n0.002_r2.csv,induction_machine_like,ll_bc,2.0,0.002,10000,50.0,5.98,6.04,5.998165663053261,1.008782165345838,0.01,866.6666666666666,0.33,,,,,,,,,,
363,case_00363_induction_machine_like_ll_bc_scr2.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00363_induction_machine_like_ll_bc_scr2.0_n0.002_r3.csv,induction_machine_like,ll_bc,2.0,0.002,10000,50.0,5.98,6.04,5.999050143401876,1.0668396302005712,0.01,866.6666666666666,0.33,,,,,,,,,,
364,case_00364_induction_machine_like_ll_bc_scr2.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00364_induction_machine_like_ll_bc_scr2.0_n0.002_r4.csv,induction_machine_like,ll_bc,2.0,0.002,10000,50.0,5.98,6.04,5.998474556844398,1.0477752342228128,0.01,866.6666666666666,0.33,,,,,,,,,,
365,case_00365_induction_machine_like_ll_bc_scr2.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00365_induction_machine_like_ll_bc_scr2.0_n0.002_r5.csv,induction_machine_like,ll_bc,2.0,0.002,10000,50.0,5.98,6.04,6.000403619485752,1.0305676726915707,0.01,866.6666666666666,0.33,,,,,,,,,,
366,case_00366_induction_machine_like_ll_bc_scr2.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00366_induction_machine_like_ll_bc_scr2.0_n0.002_r6.csv,induction_machine_like,ll_bc,2.0,0.002,10000,50.0,5.98,6.04,6.000119754525877,1.070568482951653,0.01,866.6666666666666,0.33,,,,,,,,,,
367,case_00367_induction_machine_like_ll_bc_scr2.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00367_induction_machine_like_ll_bc_scr2.0_n0.005_r1.csv,induction_machine_like,ll_bc,2.0,0.005,10000,50.0,5.98,6.04,5.997832347776126,1.03026244505568,0.01,866.6666666666666,0.33,,,,,,,,,,
368,case_00368_induction_machine_like_ll_bc_scr2.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00368_induction_machine_like_ll_bc_scr2.0_n0.005_r2.csv,induction_machine_like,ll_bc,2.0,0.005,10000,50.0,5.98,6.04,5.997603195114478,1.036403685130813,0.01,866.6666666666666,0.33,,,,,,,,,,
369,case_00369_induction_machine_like_ll_bc_scr2.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00369_induction_machine_like_ll_bc_scr2.0_n0.005_r3.csv,induction_machine_like,ll_bc,2.0,0.005,10000,50.0,5.98,6.04,5.999285965639475,1.068402149640097,0.01,866.6666666666666,0.33,,,,,,,,,,
